"","YearStart","LocationAbbr","StratificationCategory1","Stratification1","Soda","Obesity","Overweight","DailyPE","WatchTV","Veg","Fruit","Exercise"
"1359",2009,"NJ","Race/Ethnicity","Non-Hispanic White",18.7,8,13.4,NA,24.9,32,34.4,NA
"1360",2003,"UT","Race/Ethnicity","Non-Hispanic White",NA,6.6,10.4,26.5,21.7,29.3,36.7,NA
"1361",2011,"CT","Total","Total",NA,12.5,14.1,NA,27.1,35.3,34.6,26
"1362",2003,"NC","Grade","10th",NA,13.6,13,23.8,NA,42.2,46.4,NA
"1363",2005,"WI","Race/Ethnicity","Non-Hispanic White",NA,9.5,13.1,62.1,22.5,NA,NA,NA
"1364",2019,"PA","Race/Ethnicity","Non-Hispanic Black",8.6,15.1,24.8,27.6,33.7,64.2,52.1,20.7
"1365",2019,"MT","Grade","12th",15.1,13.5,12.5,23.2,17.4,35.8,43.3,24.5
"1366",2019,"WV","Gender","Female",22.9,20.2,18.1,21.8,22.2,45.9,54.5,19.2
"1367",2007,"NY","Total","Total",24,10.8,16.1,13.1,35.3,NA,38.5,20.6
"1368",2009,"WI","Race/Ethnicity","Hispanic",23.3,8.8,17.7,34.3,25.7,41.6,30.6,20.7
"1369",2011,"FL","Grade","12th",23.4,10.5,11.4,19,34.5,41.6,38.2,NA
"1370",2005,"MI","Gender","Male",NA,15.8,14.3,36.5,38.3,44.5,43.9,NA
"1371",2005,"FL","Grade","10th",NA,11.5,14.6,23.6,42.2,26.5,40,NA
"1372",2017,"UT","Grade","10th",14.4,11.4,12.4,8.9,19.2,38.7,42.9,18.5
"1373",2015,"FL","Race/Ethnicity","Asian",10.9,4.2,11.7,13.4,15.6,23.9,31.9,13.3
"1374",2007,"NY","Gender","Male",27.3,14.1,16.2,14.3,35.6,NA,39.5,27.9
"1375",2019,"VT","Grade","12th",NA,14.1,12.3,NA,NA,26.2,38,20.9
"1376",2001,"DE","Grade","9th",NA,12.1,17.9,51.3,47.5,32.6,35.6,NA
"1377",2011,"MI","Grade","10th",25.5,11.8,14.3,23.4,29.9,35.4,36.4,28.8
"1378",2019,"NJ","Race/Ethnicity","Hispanic",9.5,15.2,18,NA,20.9,NA,40.3,25
"1379",2007,"ND","Grade","11th",29.6,9.3,15.7,NA,23.9,37.1,39.4,17
"1380",2005,"VT","Race/Ethnicity","Hispanic",NA,9.4,18.3,15,NA,28,29.8,NA
"1381",2019,"NC","Race/Ethnicity","Asian",11.1,8.3,9.3,15.9,15.6,30.4,32.7,12.3
"1382",2017,"NY","Race/Ethnicity","Non-Hispanic White",11.7,10.3,14.1,7.8,18.2,NA,35.9,27.6
"1383",2013,"MT","Grade","9th",17.1,8.4,13.4,49.4,23.8,33.7,37.7,29.7
"1384",2011,"OK","Race/Ethnicity","American Indian/Alaska Native",41.5,20.2,17.5,34.9,27.2,40,46.5,40.8
"1385",2015,"OK","Grade","11th",28.4,16.2,17.1,36.8,23.8,38,40,33
"1386",2017,"NY","Race/Ethnicity","Non-Hispanic Black",18.3,16.2,18.3,22.6,28.2,NA,46.2,17
"1387",2007,"AZ","Race/Ethnicity","Non-Hispanic Black",23.7,11.9,24.9,29.7,47.4,57.5,48.8,NA
"1388",2007,"NY","Race/Ethnicity","Non-Hispanic Black",25.4,12.8,20.1,20.8,57.5,NA,43.4,20.5
"1389",2019,"KS","Race/Ethnicity","Non-Hispanic White",16.8,13.9,13.8,20.8,14.8,34.8,42.8,28.5
"1390",2009,"CO","Total","Total",24.6,6.9,10.9,20.7,25.1,33.2,34.1,26.9
"1391",2019,"ME","Race/Ethnicity","2 or more races",NA,19,17.2,4.9,23.2,NA,36.5,21.4
"1392",2011,"MS","Total","Total",40.5,15.8,16.5,29.2,42.9,42.4,39.8,25.9
"1393",2009,"WY","Gender","Male",33.3,11,13.1,26.1,23.9,34.7,40.9,33.6
"1394",2005,"NY","Race/Ethnicity","2 or more races",NA,15.1,15.2,23.5,50.3,51.5,42,NA
"1395",2019,"OH","Grade","9th",16.8,20.6,10.3,NA,NA,44.3,47.2,26.1
"1396",2013,"GA","Grade","10th",22.5,15.4,15.9,32,32.4,46.5,41,26.8
"1397",2017,"IL","Race/Ethnicity","Asian",5.9,12.2,12.1,76.2,11.8,27.9,33.4,14.2
"1398",2019,"LA","Grade","12th",19.4,12.9,14.5,9.7,29.2,54,57.4,21.3
"1399",2017,"WI","Grade","11th",15.2,9.7,14.5,31.3,15.1,39.3,37.7,24.5
"1400",2011,"VA","Total","Total",24.3,11.1,17.2,17.7,31.1,41.7,39.8,24.1
"1401",2013,"DE","Race/Ethnicity","Non-Hispanic White",22.3,13,13.6,12.5,26.4,NA,39.3,23.7
"1402",2017,"NE","Total","Total",18.2,14.6,16.6,27.7,19.2,38.7,43,26.8
"1403",2015,"NM","Race/Ethnicity","Non-Hispanic White",20.5,12.1,13.5,26.8,19.6,38.5,46.7,33.6
"1404",2019,"CO","Gender","Female",NA,7.3,10.2,14.2,NA,37.1,49.2,16
"1405",2019,"MT","Gender","Male",17.5,13.5,12.2,37.7,18.5,38.1,44.5,31.1
"1406",2011,"AZ","Race/Ethnicity","Non-Hispanic White",24.2,8.2,10.7,28.9,23.9,NA,NA,25.7
"1407",2001,"SD","Gender","Female",NA,4.6,11.6,9.5,23.7,34.7,43.7,NA
"1408",2017,"NE","Gender","Female",11.9,12.1,17.5,22.4,18.1,37.9,43.4,21.2
"1409",2005,"ID","Grade","9th",NA,5.4,14.4,23.8,23.7,32.1,37.8,NA
"1410",2007,"TX","Gender","Male",42.7,19.8,15.4,44.6,38.5,46.5,42.3,34.6
"1411",2011,"NE","Race/Ethnicity","Non-Hispanic Black",28.5,14.2,16.6,33.1,39,46.1,34.1,29
"1412",2013,"MD","Grade","11th",17.6,10.8,14.7,12,30,36.8,38.5,20.6
"1413",2017,"AZ","Gender","Male",19.6,16.7,15,40.7,16.9,44.6,44,31.7
"1414",2013,"MT","Race/Ethnicity","Hispanic",22.9,11.8,14.5,35.1,27.4,40.2,39.8,29.3
"1415",2017,"ND","Race/Ethnicity","2 or more races",17.1,18.7,17.5,NA,23.4,29.8,33.3,30.2
"1416",2009,"NJ","Gender","Male",24.2,13.8,14.8,NA,33.5,37.6,35,NA
"1417",2007,"DC","Race/Ethnicity","Hispanic",29.6,20.3,19.3,10.4,37.6,56.8,46.7,7.4
"1418",2013,"US","Gender","Male",29.9,16.6,16.5,34.9,32.8,38.5,34.7,36.6
"1419",2013,"WI","Grade","12th",19.5,10,11.2,29.3,19.4,NA,32,22
"1420",2019,"AL","Grade","9th",22.7,16.8,26.6,44.9,22.1,51.2,48.1,25.3
"1421",2007,"MT","Race/Ethnicity","American Indian/Alaska Native",30.9,17.2,16.9,29.7,29.7,44.8,43.2,18.8
"1422",2007,"KY","Race/Ethnicity","Non-Hispanic Black",29.1,17,23.1,17.7,44.9,53.7,48.8,16.7
"1423",2013,"MO","Total","Total",23.4,14.9,15.5,30.9,25.6,41.5,45,27.2
"1424",2017,"UT","Total","Total",14.7,9.6,13.2,18,16.9,37,41.3,19.1
"1425",2019,"OH","Grade","12th",13.6,8.4,9.5,NA,NA,43.7,45.5,17.8
"1426",2017,"GU","Race/Ethnicity","Hawaiian/Pacific Islander",23.2,25.3,19.9,8.4,20.6,47.6,53.1,21
"1427",2019,"ME","Grade","11th",NA,14.1,15.1,2.9,21.5,NA,41.4,19.3
"1428",2019,"VT","Race/Ethnicity","Hispanic",NA,14.6,16,NA,NA,31.7,36.4,22.4
"1429",2011,"OK","Race/Ethnicity","2 or more races",35,18.8,14,38.3,29.4,39.9,40.8,37.5
"1430",2019,"MO","Grade","12th",30.6,20.2,15.1,19.6,19.6,36.9,46.1,21.9
"1431",2019,"ME","Race/Ethnicity","American Indian/Alaska Native",NA,21.5,19,7.5,28.1,NA,46.4,24.3
"1432",2019,"UT","Gender","Male",14.8,13.2,11.5,14.8,13.5,34.7,41.5,28
"1433",2003,"GA","Grade","10th",NA,10.2,17,24.2,45.1,38,45.1,NA
"1434",2005,"ND","Grade","12th",NA,12.6,12.5,21.3,16.7,33,41.5,NA
"1435",2015,"MA","Total","Total",13.8,11,15.3,20.1,NA,37.6,37.4,24.1
"1436",2007,"CT","Race/Ethnicity","Hispanic",NA,17.4,19.4,NA,39.5,53.4,41.1,18.5
"1437",2011,"HI","Race/Ethnicity","Non-Hispanic White",17.7,5.5,8,6.9,21.4,32.8,36.9,31.3
"1438",2015,"DC","Total","Total",19.1,15.1,17.9,NA,32.2,48.7,46.4,16
"1439",2011,"KY","Gender","Male",37.1,20.6,14.3,24.8,33,41.6,48.7,30.4
"1440",2005,"WV","Grade","11th",NA,14,13.2,13.6,35,32.6,47.2,NA
"1441",2015,"NH","Race/Ethnicity","American Indian/Alaska Native",22,18.1,13.5,NA,20.8,NA,NA,26.1
"1442",2007,"MA","Race/Ethnicity","Asian",21.4,9.8,8,19.3,27.3,NA,NA,12.1
"1443",2007,"TX","Race/Ethnicity","Hispanic",36.7,18.4,16.5,34.1,42.5,52.7,42.7,21.5
"1444",2017,"PA","Grade","9th",17.8,12.8,17.9,19.9,24.7,42.6,43.8,22.4
"1445",2011,"RI","Total","Total",20.2,10.8,14.9,23.2,28,35.3,36.5,26.7
"1446",2009,"MA","Grade","9th",21.4,11.9,15.2,13.4,32.2,NA,NA,NA
"1447",2003,"ID","Gender","Female",NA,6,11.2,23,20.3,32.2,37.1,NA
"1448",2015,"ME","Grade","10th",NA,13.7,14.5,6.3,23.1,NA,37.5,22.5
"1449",2019,"AK","Race/Ethnicity","American Indian/Alaska Native",18.9,18.6,11.6,27.4,19.4,44.5,49.4,15.5
"1450",2003,"NC","Race/Ethnicity","Non-Hispanic White",NA,9.8,14,27.5,NA,35.9,43.3,NA
"1451",2015,"HI","Race/Ethnicity","Hawaiian/Pacific Islander",16.9,18.5,17.6,7.5,22.3,NA,45.8,25.4
"1452",2007,"MO","Grade","10th",30,12,13.5,25.3,27.4,41.1,42.1,28.7
"1453",2015,"NC","Race/Ethnicity","Non-Hispanic White",29.4,12.4,18.1,22.7,23,37.7,42.8,27.4
"1454",2011,"OK","Grade","10th",37.2,15.7,16.2,32,32.7,34.8,46.6,31.6
"1455",2019,"NJ","Grade","9th",10.9,12.8,15.5,NA,21.5,NA,36.6,26
"1456",2015,"AK","Grade","11th",15.2,14.2,12.8,10.2,18.6,33.8,43,18.5
"1457",2013,"NC","Gender","Male",31.1,15.3,14.5,NA,31.6,38.6,41.1,36
"1458",2005,"KS","Race/Ethnicity","Hispanic",NA,13.5,17.4,22.5,37.8,44.5,36.3,NA
"1459",2017,"DC","Race/Ethnicity","Non-Hispanic White",7.6,3.6,9.1,NA,8.6,17.8,21.8,24.5
"1460",2013,"NC","Race/Ethnicity","Non-Hispanic White",29.5,8.4,13.7,NA,24.6,33,44.3,26.9
"1461",2013,"US","Race/Ethnicity","2 or more races",24.5,15.2,12.3,31.2,38.3,36.4,30.6,27.8
"1462",2013,"NH","Grade","9th",NA,8.9,16.1,26.8,NA,NA,NA,27
"1463",2015,"HI","Race/Ethnicity","Non-Hispanic White",9.3,6.2,12,4.2,18,NA,43.9,19.7
"1464",2011,"DE","Total","Total",26.1,12.2,16.9,25.3,37.3,NA,46,24.9
"1465",2013,"US","Race/Ethnicity","American Indian/Alaska Native",33.8,9.1,22.8,24.2,42.3,34.8,50.6,30
"1466",2017,"DC","Grade","12th",15.7,17.8,17,NA,25.9,48.6,49.6,11.6
"1467",2005,"MT","Gender","Male",NA,13.9,13,38.4,28.5,35.4,39.1,NA
"1468",2019,"AL","Gender","Male",22.7,19,21,30.5,19.7,51.1,43.7,31
"1469",2005,"TN","Total","Total",NA,14.4,17.4,29.7,41.4,40.1,46.3,NA
"1470",2007,"IA","Gender","Male",41.7,13.7,16.2,23.1,26.4,33.7,40.2,32.9
"1471",2019,"ME","Grade","10th",NA,16.1,15,4.3,20.6,NA,39.7,21.3
"1472",2007,"US","Gender","Male",38.6,16.2,16.4,33.2,37.5,40.2,37.2,NA
"1473",2017,"US","Race/Ethnicity","Hawaiian/Pacific Islander",10.3,26.7,21.5,23.1,21.9,39,28.1,27.6
"1474",2011,"DE","Race/Ethnicity","Hispanic",27.3,13.2,19.1,25.8,41.4,NA,44.7,21.2
"1475",2003,"MI","Gender","Female",NA,8.7,14.5,21.4,30.5,36.4,41.2,NA
"1476",2017,"WI","Race/Ethnicity","Hispanic",16.7,22.8,15.1,36.3,16.4,43.6,43.4,20.2
"1477",2005,"KY","Grade","9th",NA,14.3,16.4,27,40.4,42.9,50.2,NA
"1478",2011,"AZ","Gender","Male",30.9,14.6,15.1,36.3,30.9,NA,NA,31.9
"1479",2009,"MO","Grade","11th",31.1,13.1,13.4,24.7,32.1,38.2,43.7,23.9
"1480",2009,"US","Race/Ethnicity","American Indian/Alaska Native",32.5,8.2,21,27,31.3,32.2,35.1,NA
"1481",2019,"MT","Race/Ethnicity","American Indian/Alaska Native",15.9,19.9,17.5,35.8,25.1,47.2,45.3,20.7
"1482",2011,"HI","Grade","9th",20.2,13.8,16.3,12.2,33,43.8,44.2,24.1
"1483",2011,"TX","Gender","Male",32.3,19,13.9,38.7,36.7,47.2,40.8,35.4
"1484",2015,"FL","Gender","Female",17,8.7,15.5,14.1,27.8,44.4,42.3,14.3
"1485",2011,"CT","Gender","Female",NA,8.4,11.7,NA,26.7,32.1,34.9,17
"1486",2003,"NE","Grade","10th",NA,11,15.1,36.6,28.5,35.1,41.9,NA
"1487",2007,"WV","Grade","9th",50.5,16.4,19,49.4,31.1,38,44.3,31.5
"1488",2009,"SD","Gender","Male",36.5,13.1,13.1,22.6,26.6,38.2,41.6,36
"1489",2015,"VA","Grade","10th",18.5,11.3,13.6,15.8,24.1,41.1,39.2,26.4
"1490",2013,"US","Race/Ethnicity","Hawaiian/Pacific Islander",20.2,7.5,22.8,41.6,35.1,43.9,32.7,27.5
"1491",2011,"CT","Grade","9th",NA,15,14.2,NA,25.9,38.2,35.7,30.5
"1492",2013,"OH","Gender","Female",16.1,8.3,16.7,NA,29.1,35.5,37.5,17.6
"1493",2009,"LA","Grade","11th",34.1,17.6,17.9,31.6,37.5,48.9,49.9,NA
"1494",2007,"AR","Race/Ethnicity","Hispanic",31.7,14.3,12.1,29.6,41.6,54.7,50.5,NA
"1495",2007,"ME","Race/Ethnicity","Non-Hispanic White",19.6,12.1,12.8,6.8,23.2,25.6,38.6,NA
"1496",2017,"TX","Grade","11th",20.7,20.3,15.5,30.1,22.8,41.9,47.1,29.3
"1497",2019,"VA","Total","Total",16.7,14.8,15.8,NA,20.4,NA,45.5,22
"1498",2015,"IN","Gender","Female",15.7,9.7,18.1,21.6,22.2,41.1,41.8,16.5
"1499",2017,"ND","Grade","10th",14.4,15.6,14.9,NA,17.9,41.2,41.4,25
"1500",2015,"CA","Race/Ethnicity","Asian",6.7,8,9.9,34,21.9,39.4,38.7,19.4
"1501",2015,"SC","Race/Ethnicity","Non-Hispanic Black",23.2,18.7,23,28.3,39.9,63.1,50,18
"1502",2001,"ID","Grade","10th",NA,7.1,11.1,41.2,26.1,33.7,41.8,NA
"1503",2015,"HI","Grade","9th",13.7,13.7,15.2,7.3,23.2,NA,49.6,21
"1504",2015,"MS","Grade","10th",26.4,21.2,18.2,27.5,32.1,49.4,48.1,23.3
"1505",2011,"HI","Race/Ethnicity","Hispanic",18.6,15.8,12.8,6.5,34.6,43.9,46.2,19.8
"1506",2017,"NC","Grade","9th",21.2,14.3,16.4,48.4,22.7,39,40.3,26
"1507",2005,"KS","Gender","Female",NA,8.7,13.4,19,25.2,33.6,40.2,NA
"1508",2015,"MA","Grade","11th",13.1,12.7,16.3,16.6,NA,37.3,39.8,20.3
"1509",2009,"US","Total","Total",29.2,11.8,15.6,33.3,32.8,37.3,35.2,NA
"1510",2011,"WV","Race/Ethnicity","Non-Hispanic White",39,14.3,16.3,27.3,29.9,35,38.1,28.6
"1511",2015,"AL","Gender","Male",27.6,18.6,18,39.6,28,47.2,48.6,35.5
"1512",2019,"ND","Grade","10th",17.2,14,18.5,38.9,19.2,40.6,44.6,26.6
"1513",2011,"HI","Total","Total",17.5,13.2,13.4,6.9,31.7,40.8,45.1,21
"1514",2015,"NV","Grade","11th",13.8,11.6,15,21.2,19.3,41.2,42.6,29
"1515",2011,"AK","Race/Ethnicity","2 or more races",17.5,12.7,13.7,17,30.8,32.1,30.8,24.8
"1516",2017,"US","Grade","11th",17.9,16.9,16.5,24.3,20.4,39.6,39.2,24.9
"1517",2013,"AL","Grade","11th",29.9,19.4,13.4,26.1,31.2,42.5,47.9,23.8
"1518",2005,"VT","Race/Ethnicity","2 or more races",NA,15,16.8,15,NA,31.7,33.8,NA
"1519",2009,"US","Gender","Female",23.3,8.1,15.5,31.9,32.1,38.4,37.6,NA
"1520",2019,"NV","Gender","Female",9.1,9.3,17.2,20.3,NA,NA,50.2,16.2
"1521",2003,"RI","Race/Ethnicity","Hispanic",NA,15,16.3,20.4,42.2,42.5,35.3,NA
"1522",2003,"AK","Grade","11th",NA,9.2,16.2,14,24.8,33.2,38.6,NA
"1523",2017,"RI","Race/Ethnicity","Non-Hispanic White",11.4,13.3,15.2,13.7,18.4,37,41.9,26.6
"1524",2003,"MT","Grade","9th",NA,7.9,11.2,51.5,26.3,37.8,44.3,NA
"1525",2013,"NJ","Race/Ethnicity","Non-Hispanic White",10.4,7.2,12.7,44.5,23.7,34.9,37.5,29.4
"1526",2007,"SD","Race/Ethnicity","Non-Hispanic White",27.7,7.3,14,14.2,22.7,38,43.3,23.5
"1527",2011,"SD","Gender","Male",36.5,12,13.9,22.7,25.6,40.5,42.6,37.3
"1528",2015,"MI","Grade","10th",17.4,10.6,16.1,18.5,23.1,38.6,36,25.6
"1529",2019,"CO","Race/Ethnicity","Non-Hispanic White",NA,6.7,9,16.4,NA,28.2,41.5,27.5
"1530",2005,"HI","Race/Ethnicity","Hispanic",NA,14.9,11.2,7.2,43.3,41.8,44.2,NA
"1531",2017,"VT","Race/Ethnicity","Non-Hispanic White",10.5,12.3,14.2,NA,NA,28.5,34.7,25.1
"1532",2005,"NJ","Race/Ethnicity","Non-Hispanic Black",NA,15.1,14.4,67.6,61.8,53.3,51.4,NA
"1533",2003,"MT","Grade","10th",NA,7.8,11.7,46.1,26.8,35.1,42.4,NA
"1534",2019,"AK","Race/Ethnicity","Hispanic",18,15.3,15.7,12.1,17.7,41.1,44.5,17.2
"1535",2003,"US","Grade","12th",NA,9.8,13.6,18.2,30.6,36.8,40.6,NA
"1536",2011,"VT","Grade","12th",15.5,9.8,12,10.5,NA,25.9,28.7,22.9
"1537",2019,"WI","Gender","Male",NA,17.5,11.9,NA,17.8,NA,NA,26
"1538",2003,"VT","Total","Total",NA,10.6,13.8,14.6,NA,27,30.4,NA
"1539",2013,"TX","Total","Total",25,15.7,15.6,38.3,32.9,47.4,42.1,30
"1540",2001,"SD","Race/Ethnicity","Non-Hispanic White",NA,6.8,11.6,11.1,22.7,33,43.2,NA
"1541",2017,"UT","Grade","9th",12.5,9.4,13.1,46.2,17,34.4,37,23.2
"1542",2007,"KS","Total","Total",33.1,11,14.2,25.7,25.9,32.8,40.6,26.3
"1543",2013,"AR","Total","Total",31.2,17.8,15.9,23,32.8,41.8,47.9,27.5
"1544",2011,"MT","Race/Ethnicity","Non-Hispanic White",22.5,7.8,12.6,33.2,21.2,32.4,38,28.6
"1545",2013,"VA","Gender","Male",23.7,14.5,14.6,14.8,28.4,38.9,36.1,31.6
"1546",2011,"MI","Race/Ethnicity","2 or more races",24.6,7.6,25.5,25.3,39,38.6,41.1,26.1
"1547",2013,"IL","Race/Ethnicity","Hispanic",19.9,15.1,18.8,59.7,30,48.1,38.6,19.3
"1548",2019,"PR","Gender","Female",25.4,11.8,17.5,27.4,19.4,65.9,58,11.3
"1549",2011,"NH","Gender","Male",NA,14.6,13.8,NA,NA,35.8,38.3,NA
"1550",2013,"SD","Grade","10th",27.4,13.8,14.6,15.8,23.3,37.2,35.7,26.5
"1551",2003,"OH","Gender","Male",NA,18.2,13.3,35.9,33.5,NA,32.7,NA
"1552",2019,"HI","Grade","10th",13.6,16.3,13.9,9.5,20,46.8,52.1,18.6
"1553",2007,"IL","Gender","Female",28.3,9.8,15.6,45,32.8,40.3,34.7,13.7
"1554",2019,"ND","Gender","Male",20,16.5,16.1,39.8,14.3,42.9,45.3,32.5
"1555",2019,"NH","Grade","12th",9.6,13,13.4,NA,NA,NA,NA,20.4
"1556",2009,"DE","Race/Ethnicity","Non-Hispanic Black",32.4,16.4,18.3,23.5,55.6,NA,46.6,21.2
"1557",2019,"MO","Grade","9th",17.5,18.8,18.9,41.5,23,44.2,48.8,31.5
"1558",2017,"MA","Grade","11th",9.9,9.9,13.8,13.5,NA,37.7,39,23.9
"1559",2005,"TN","Grade","12th",NA,15.1,13.4,14.5,35,37.3,48.8,NA
"1560",2019,"ID","Gender","Male",15.1,15.1,12.2,27.7,16.3,36.9,46.7,29.1
"1561",2019,"NH","Grade","10th",10.3,12.5,14.8,NA,NA,NA,NA,23.4
"1562",2019,"DC","Grade","12th",14.5,16.7,16.3,NA,24,NA,NA,11.8
"1563",2007,"WY","Gender","Male",34.6,11.7,12.6,24.6,24,34.2,40.9,33.4
"1564",2005,"DC","Gender","Male",NA,12.9,21.5,18,60.3,33.3,43.6,NA
"1565",2019,"UT","Race/Ethnicity","Hispanic",9.9,11,15.7,13.1,14.5,44.9,49.7,18.2
"1566",2017,"MI","Race/Ethnicity","Non-Hispanic Black",21.7,24.6,16,23.8,26.5,54.2,36.5,20.4
"1567",2019,"ME","Gender","Male",NA,18.9,13.4,5.2,20.2,NA,40,25.1
"1568",2011,"NJ","Race/Ethnicity","Hispanic",20.6,13.7,17,60.4,39.4,44.3,37.8,NA
"1569",2001,"VT","Grade","11th",NA,8.8,11.4,20.4,NA,25.6,28.4,NA
"1570",2017,"NC","Race/Ethnicity","2 or more races",25,19.1,16,30.4,25.7,39.8,35.2,25.2
"1571",2015,"NM","Grade","9th",21.8,16.2,16,42.4,26.3,40.8,43.3,36.8
"1572",2005,"UT","Grade","10th",NA,4.7,14,13,20.2,29.3,40.5,NA
"1573",2011,"OK","Grade","11th",30.2,17.3,16.7,28.4,26.1,40.3,41.5,35.2
"1574",2019,"IA","Grade","9th",15.6,16,16.2,11.9,18.6,45.4,45.4,27.4
"1575",2009,"MD","Grade","10th",19.7,10.7,17.9,8.8,44.2,41.9,39,NA
"1576",2019,"KS","Grade","12th",19.5,16.8,15.9,24.9,16.4,30.5,45.3,25.3
"1577",2019,"MI","Race/Ethnicity","Non-Hispanic Black",15.8,20.1,20,21.9,30.1,56.4,45.2,19
"1578",2019,"ND","Grade","9th",13.1,14.2,16,46.8,17.5,48.1,43.8,31.2
"1579",2019,"SC","Gender","Female",19.1,12.7,19.7,11.1,24.6,51.7,50.2,15.2
"1580",2019,"CA","Race/Ethnicity","Hispanic",18.6,18.2,20.1,26.1,19.5,NA,44.7,15.7
"1581",2013,"RI","Grade","12th",15.5,10.5,16.9,21.4,26.5,34.1,37.6,19.5
"1582",2013,"MT","Total","Total",18.2,9.4,12.9,34.9,22.6,33.2,39,27.7
"1583",2013,"HI","Grade","12th",12.8,14.9,14.1,4.8,27,NA,49.8,21
"1584",2015,"MT","Total","Total",18.6,10.3,15,32.7,21.9,34,40,28.7
"1585",2009,"VT","Race/Ethnicity","2 or more races",28.8,13.1,18.8,20,NA,25.8,30.8,24.4
"1586",2003,"UT","Grade","12th",NA,4,7.8,18.1,24.4,29.3,34.8,NA
"1587",2013,"NV","Grade","10th",14.6,12.8,16,43,30.5,40.5,41.9,24.3
"1588",2009,"MI","Grade","10th",27.3,13.3,13.8,27.8,28.9,38.2,38,25.9
"1589",2013,"CT","Gender","Female",10.4,10.1,13.5,NA,23.2,34.5,38,18.7
"1590",2017,"IL","Grade","12th",17.5,14.5,13.5,70.3,18,41.9,38.9,20.8
"1591",2013,"WI","Race/Ethnicity","Non-Hispanic Black",23.5,19.9,12.1,35,37.2,NA,36,15.1
"1592",2001,"US","Race/Ethnicity","Hawaiian/Pacific Islander",NA,7.5,12.1,35.1,46.8,NA,41.8,NA
"1593",2013,"KY","Total","Total",32.9,18,15.4,19.3,26.7,42.7,44.6,22.5
"1594",2013,"MT","Race/Ethnicity","American Indian/Alaska Native",23.9,14.2,18.8,42.7,32.5,40.9,42.6,28.1
"1595",2019,"AR","Gender","Male",24.9,25.2,17.9,18.3,20.9,48.7,52.1,28.8
"1596",2015,"HI","Race/Ethnicity","Hispanic",14,14.4,17.5,5.5,22.9,NA,47.2,18.5
"1597",2017,"DE","Gender","Female",13.9,12.9,17.8,NA,23.8,NA,NA,16.8
"1598",2015,"AK","Race/Ethnicity","Hispanic",14.1,16.6,21.8,9.7,19.8,33.9,34.6,19.8
"1599",2017,"LA","Grade","10th",26.2,17.6,20.4,40.5,28.6,55.1,53.4,21.5
"1600",2011,"FL","Total","Total",26,11.5,13.6,22.7,37.1,42.1,37.2,NA
"1601",2005,"OK","Grade","9th",NA,14.9,20.6,40.2,44,43.4,49.9,NA
"1602",2015,"VA","Race/Ethnicity","Non-Hispanic Black",18.3,15.1,18.8,14.5,38.3,50.8,41.3,21
"1603",2007,"IN","Race/Ethnicity","Non-Hispanic White",35.2,13.3,14.2,24.4,24.3,36.3,40.2,23.4
"1604",2019,"KY","Grade","11th",25.2,18.2,18.5,13.9,20.1,51.5,52,18.8
"1605",2019,"IL","Grade","12th",15.5,15.3,16.7,73.1,22.6,47.9,42.6,24.6
"1606",2009,"AL","Grade","9th",36.6,13.9,18.9,50.3,36.9,46.3,51.9,23.5
"1607",2011,"TN","Gender","Female",37.5,12.4,17.5,20.6,34.2,41,47.2,18.2
"1608",2005,"US","Race/Ethnicity","American Indian/Alaska Native",NA,13,18.2,38,42,36.5,48.6,NA
"1609",2011,"MD","Race/Ethnicity","Asian",18.3,8.7,10.2,25,20.5,17.5,20.8,NA
"1610",2001,"MT","Grade","11th",NA,6.9,9.3,13.1,21.3,29.2,39.1,NA
"1611",2007,"NM","Grade","12th",26.9,9.3,17.6,19.9,21.6,38.3,46.2,17.5
"1612",2019,"GA","Race/Ethnicity","Hispanic",NA,19,20.8,NA,18.6,50.3,45.3,24.9
"1613",2015,"DE","Grade","11th",15.9,15.1,16.6,6.4,25.2,NA,38.5,22.6
"1614",2005,"SC","Grade","12th",NA,12.1,16,8.2,44.4,49.4,45.5,NA
"1615",2009,"TX","Race/Ethnicity","Hispanic",33.9,16,17.2,32.5,41.2,49,39.9,22.4
"1616",2017,"CA","Total","Total",12.3,13.9,15,34.6,18.4,42.5,37.8,27.5
"1617",2015,"RI","Race/Ethnicity","2 or more races",11.7,10.4,20.4,14.7,22.3,36.3,41.9,25.2
"1618",2011,"LA","Grade","10th",30.7,14.4,16.6,50.3,38.5,48.9,47.3,26.2
"1619",2005,"NE","Grade","9th",NA,11.6,12.6,43.2,29.3,37.7,40.8,NA
"1620",2017,"SC","Grade","11th",20.7,17.3,16.2,11.2,23.7,44.6,44.7,21.9
"1621",2017,"VT","Race/Ethnicity","Hispanic",17,16.7,13.1,NA,NA,32.4,37.7,27.5
"1622",2017,"GU","Grade","12th",21.5,21.9,19.3,8.1,22.5,40.1,55.8,15.9
"1623",2011,"WI","Gender","Female",17.1,6.8,15,36.2,23.7,35.5,35.1,21.3
"1624",2001,"NJ","Race/Ethnicity","Non-Hispanic White",NA,8.9,12.6,61.8,31.3,26.5,31.6,NA
"1625",2013,"TX","Race/Ethnicity","Non-Hispanic White",28.6,12.1,14.3,41.4,25.5,40.2,45.4,34.4
"1626",2015,"MI","Race/Ethnicity","Non-Hispanic White",18.3,13.6,15,21.9,18.6,41,42.1,26.5
